"Gene ID","source_id","Organism","Input Ortholog(s)","Gene Name or Symbol"
"CNI03020","CNI03020-t26_1","Cryptococcus neoformans var. neoformans JEC21","CNAG_04165","N/A"
"CNI03030","CNI03030-t26_1","Cryptococcus neoformans var. neoformans JEC21","CNAG_04166","N/A"
"CNI03040","CNI03040-t26_1","Cryptococcus neoformans var. neoformans JEC21","CNAG_04167","N/A"
"CNI03060","CNI03060-t26_1","Cryptococcus neoformans var. neoformans JEC21","CNAG_02099,CNAG_02100,CNAG_04169","N/A"
"CNI03070","CNI03070-t26_1","Cryptococcus neoformans var. neoformans JEC21","CNAG_04170","N/A"
"CNI03075","CNI03075-t26_1","Cryptococcus neoformans var. neoformans JEC21","CNAG_07760","N/A"
"CNI03080","CNI03080-t26_1","Cryptococcus neoformans var. neoformans JEC21","CNAG_04171","N/A"
"CNI03090","CNI03090-t26_1","Cryptococcus neoformans var. neoformans JEC21","CNAG_04172","N/A"
"CNI03100","CNI03100-t26_1","Cryptococcus neoformans var. neoformans JEC21","CNAG_04173","N/A"
"CNI03110","CNI03110-t26_1","Cryptococcus neoformans var. neoformans JEC21","CNAG_04174","PEX6"
"CNI03120","CNI03120-t26_1","Cryptococcus neoformans var. neoformans JEC21","CNAG_04175","N/A"
"CNI03130","CNI03130-t26_1","Cryptococcus neoformans var. neoformans JEC21","CNAG_04176","HSF2"
"CNI03140","CNI03140-t26_1","Cryptococcus neoformans var. neoformans JEC21","CNAG_04177","CSN7"
"CNI03140","CNI03140-t26_2","Cryptococcus neoformans var. neoformans JEC21","CNAG_04177","CSN7"
"CNI03150","CNI03150-t26_1","Cryptococcus neoformans var. neoformans JEC21","CNAG_04178","N/A"
"CNI03160","CNI03160-t26_1","Cryptococcus neoformans var. neoformans JEC21","CNAG_04179","N/A"
"CNI03170","CNI03170-t26_1","Cryptococcus neoformans var. neoformans JEC21","CNAG_04180","N/A"
"CNI03180","CNI03180-t26_1","Cryptococcus neoformans var. neoformans JEC21","CNAG_04181","N/A"
"CNI03190","CNI03190-t26_1","Cryptococcus neoformans var. neoformans JEC21","CNAG_04182","N/A"
"CNI03200","CNI03200-t26_1","Cryptococcus neoformans var. neoformans JEC21","CNAG_04183","N/A"
"CNI03210","CNI03210-t26_1","Cryptococcus neoformans var. neoformans JEC21","CNAG_04184","FZC47"
"CNI03220","CNI03220-t26_1","Cryptococcus neoformans var. neoformans JEC21","CNAG_04185","N/A"
"CNI03230","CNI03230-t26_1","Cryptococcus neoformans var. neoformans JEC21","CNAG_04186","N/A"
"CNI03250","CNI03250-t26_1","Cryptococcus neoformans var. neoformans JEC21","CNAG_04187","GWT1"
"CNI03260","CNI03260-t26_1","Cryptococcus neoformans var. neoformans JEC21","CNAG_04188","N/A"
"CNI03270","CNI03270-t26_1","Cryptococcus neoformans var. neoformans JEC21","CNAG_04189","N/A"
"CNI03280","CNI03280-t26_1","Cryptococcus neoformans var. neoformans JEC21","CNAG_04190","TOP1"
"CNI03290","CNI03290-t26_1","Cryptococcus neoformans var. neoformans JEC21","CNAG_04191","N/A"
"CNI03300","CNI03300-t26_1","Cryptococcus neoformans var. neoformans JEC21","CNAG_04192","N/A"
"CNI03310","CNI03310-t26_1","Cryptococcus neoformans var. neoformans JEC21","CNAG_04193","N/A"
"CNI03320","CNI03320-t26_1","Cryptococcus neoformans var. neoformans JEC21","CNAG_04194","N/A"
"CNI03330","CNI03330-t26_1","Cryptococcus neoformans var. neoformans JEC21","CNAG_04195","N/A"
"CNI03340","CNI03340-t26_1","Cryptococcus neoformans var. neoformans JEC21","CNAG_04196","N/A"
"CNI03340","CNI03340-t26_2","Cryptococcus neoformans var. neoformans JEC21","CNAG_04196","N/A"
"CNI03350","CNI03350-t26_1","Cryptococcus neoformans var. neoformans JEC21","CNAG_04197,CNAG_04433","N/A"
"CNI03370","CNI03370-t26_1","Cryptococcus neoformans var. neoformans JEC21","CNAG_04198","N/A"
"CNI03380","CNI03380-t26_1","Cryptococcus neoformans var. neoformans JEC21","CNAG_04199","N/A"
"CNI03390","CNI03390-t26_1","Cryptococcus neoformans var. neoformans JEC21","CNAG_04200","N/A"
"CNI03400","CNI03400-t26_1","Cryptococcus neoformans var. neoformans JEC21","CNAG_04201","N/A"
"CNI03410","CNI03410-t26_1","Cryptococcus neoformans var. neoformans JEC21","CNAG_04202","NAR1"
"CNI03420","CNI03420-t26_1","Cryptococcus neoformans var. neoformans JEC21","CNAG_04203","N/A"
"CNI03430","CNI03430-t26_1","Cryptococcus neoformans var. neoformans JEC21","CNAG_04204","SPT4"
"CNI03440","CNI03440-t26_1","Cryptococcus neoformans var. neoformans JEC21","CNAG_04205","N/A"
"CNI03450","CNI03450-t26_1","Cryptococcus neoformans var. neoformans JEC21","CNAG_04206","N/A"
"CNI03460","CNI03460-t26_1","Cryptococcus neoformans var. neoformans JEC21","CNAG_04207","N/A"
"CNI03470","CNI03470-t26_1","Cryptococcus neoformans var. neoformans JEC21","CNAG_04208","N/A"
"CNI03480","CNI03480-t26_1","Cryptococcus neoformans var. neoformans JEC21","CNAG_04209","N/A"
"CNI03490","CNI03490-t26_1","Cryptococcus neoformans var. neoformans JEC21","CNAG_03087,CNAG_04210,CNAG_05330,CNAG_05914,CNAG_05929,CNAG_06527","N/A"
"CNI03520","CNI03520-t26_1","Cryptococcus neoformans var. neoformans JEC21","CNAG_04211","N/A"
"CNI03530","CNI03530-t26_1","Cryptococcus neoformans var. neoformans JEC21","CNAG_04212","N/A"
"CNI03540","CNI03540-t26_1","Cryptococcus neoformans var. neoformans JEC21","CNAG_04213","N/A"
"CNI03560","CNI03560-t26_1","Cryptococcus neoformans var. neoformans JEC21","CNAG_02202,CNAG_04215","MET3"
"CNI03580","CNI03580-t26_1","Cryptococcus neoformans var. neoformans JEC21","CNAG_04216,CNAG_06999","N/A"
"CNI03590","CNI03590-t26_1","Cryptococcus neoformans var. neoformans JEC21","CNAG_04217","PCK1"
"CNI03600","CNI03600-t26_1","Cryptococcus neoformans var. neoformans JEC21","CNAG_04218","N/A"
"CNI03610","CNI03610-t26_1","Cryptococcus neoformans var. neoformans JEC21","CNAG_04219","N/A"
"CNI03620","CNI03620-t26_1","Cryptococcus neoformans var. neoformans JEC21","CNAG_04220","N/A"
"CNI03630","CNI03630-t26_1","Cryptococcus neoformans var. neoformans JEC21","CNAG_04221,CNAG_05892","N/A"
"CNI03640","CNI03640-t26_1","Cryptococcus neoformans var. neoformans JEC21","CNAG_04222","N/A"
"CNI03650","CNI03650-t26_1","Cryptococcus neoformans var. neoformans JEC21","CNAG_04224","N/A"
"CNI03670","CNI03670-t26_1","Cryptococcus neoformans var. neoformans JEC21","CNAG_04226","N/A"
"CNI03680","CNI03680-t26_1","Cryptococcus neoformans var. neoformans JEC21","CNAG_04227,CNAG_07948","N/A"
"CNI03690","CNI03690-t26_1","Cryptococcus neoformans var. neoformans JEC21","CNAG_04228","N/A"
"CNI03700","CNI03700-t26_1","Cryptococcus neoformans var. neoformans JEC21","CNAG_04229","N/A"
"CNI03710","CNI03710-t26_1","Cryptococcus neoformans var. neoformans JEC21","CNAG_04230","N/A"
"CNI03720","CNI03720-t26_1","Cryptococcus neoformans var. neoformans JEC21","CNAG_04231","N/A"
"CNI03730","CNI03730-t26_1","Cryptococcus neoformans var. neoformans JEC21","CNAG_04232","N/A"
"CNI03740","CNI03740-t26_1","Cryptococcus neoformans var. neoformans JEC21","CNAG_04233","N/A"
"CNI03750","CNI03750-t26_1","Cryptococcus neoformans var. neoformans JEC21","CNAG_04234","N/A"
"CNI03760","CNI03760-t26_1","Cryptococcus neoformans var. neoformans JEC21","CNAG_04235","N/A"
"CNI03770","CNI03770-t26_1","Cryptococcus neoformans var. neoformans JEC21","CNAG_04236","N/A"
"CNI03780","CNI03780-t26_1","Cryptococcus neoformans var. neoformans JEC21","CNAG_04237","N/A"
"CNI03790","CNI03790-t26_1","Cryptococcus neoformans var. neoformans JEC21","CNAG_04238","N/A"
"CNI03800","CNI03800-t26_1","Cryptococcus neoformans var. neoformans JEC21","CNAG_04239","N/A"
"CNI03810","CNI03810-t26_1","Cryptococcus neoformans var. neoformans JEC21","CNAG_04240","N/A"
"CNI03820","CNI03820-t26_1","Cryptococcus neoformans var. neoformans JEC21","CNAG_04241","N/A"
"CNI03830","CNI03830-t26_1","Cryptococcus neoformans var. neoformans JEC21","CNAG_04242","N/A"
"CNI03840","CNI03840-t26_1","Cryptococcus neoformans var. neoformans JEC21","CNAG_04243","CDC24"
"CNI03850","CNI03850-t26_1","Cryptococcus neoformans var. neoformans JEC21","CNAG_04244","N/A"
"CNI03860","CNI03860-t26_1","Cryptococcus neoformans var. neoformans JEC21","CNAG_03412,CNAG_04245","CHI22"
"CNI03870","CNI03870-t26_1","Cryptococcus neoformans var. neoformans JEC21","CNAG_04247","N/A"
"CNI03880","CNI03880-t26_1","Cryptococcus neoformans var. neoformans JEC21","CNAG_04248","N/A"
"CNI03890","CNI03890-t26_1","Cryptococcus neoformans var. neoformans JEC21","CNAG_07763","N/A"
"CNI03900","CNI03900-t26_1","Cryptococcus neoformans var. neoformans JEC21","CNAG_04252","N/A"
"CNI03910","CNI03910-t26_1","Cryptococcus neoformans var. neoformans JEC21","CNAG_04253","N/A"
"CNI03920","CNI03920-t26_1","Cryptococcus neoformans var. neoformans JEC21","CNAG_04254","N/A"
"CNI03930","CNI03930-t26_1","Cryptococcus neoformans var. neoformans JEC21","CNAG_04255","N/A"
"CNI03940","CNI03940-t26_1","Cryptococcus neoformans var. neoformans JEC21","CNAG_04256","N/A"
"CNI03950","CNI03950-t26_1","Cryptococcus neoformans var. neoformans JEC21","CNAG_04257","N/A"
"CNI03960","CNI03960-t26_1","Cryptococcus neoformans var. neoformans JEC21","CNAG_04258","ARF1"
"CNI03970","CNI03970-t26_1","Cryptococcus neoformans var. neoformans JEC21","CNAG_04259","N/A"
"CNI03980","CNI03980-t26_1","Cryptococcus neoformans var. neoformans JEC21","CNAG_04260","N/A"
"CNI03990","CNI03990-t26_1","Cryptococcus neoformans var. neoformans JEC21","CNAG_04261","N/A"
"CNI04000","CNI04000-t26_1","Cryptococcus neoformans var. neoformans JEC21","CNAG_04262","N/A"
"CNI04020","CNI04020-t26_1","Cryptococcus neoformans var. neoformans JEC21","CNAG_04263","BZP2"
"CNI04030","CNI04030-t26_1","Cryptococcus neoformans var. neoformans JEC21","CNAG_04264","N/A"
"CNI04040","CNI04040-t26_1","Cryptococcus neoformans var. neoformans JEC21","CNAG_04265","N/A"
"CNI04050","CNI04050-t26_1","Cryptococcus neoformans var. neoformans JEC21","CNAG_04266","YAF9"
"CNI04060","CNI04060-t26_1","Cryptococcus neoformans var. neoformans JEC21","CNAG_04267","N/A"
"CNI04070","CNI04070-t26_1","Cryptococcus neoformans var. neoformans JEC21","CNAG_04268","APN2"
"CNI04080","CNI04080-t26_1","Cryptococcus neoformans var. neoformans JEC21","CNAG_00290,CNAG_04269","N/A"
"CNI04090","CNI04090-t26_1","Cryptococcus neoformans var. neoformans JEC21","CNAG_04270","N/A"
"CNI04100","CNI04100-t26_1","Cryptococcus neoformans var. neoformans JEC21","CNAG_04271","N/A"
"CNI04110","CNI04110-t26_1","Cryptococcus neoformans var. neoformans JEC21","CNAG_04272,CNAG_05439","N/A"
"CNI04120","CNI04120-t26_1","Cryptococcus neoformans var. neoformans JEC21","CNAG_04273","N/A"
"CNI04130","CNI04130-t26_1","Cryptococcus neoformans var. neoformans JEC21","CNAG_03393,CNAG_04274","N/A"
"CNI04140","CNI04140-t26_1","Cryptococcus neoformans var. neoformans JEC21","CNAG_04275","N/A"
"CNI04150","CNI04150-t26_1","Cryptococcus neoformans var. neoformans JEC21","CNAG_01681,CNAG_04276,CNAG_04982","FCY4"
"CNI04160","CNI04160-t26_1","Cryptococcus neoformans var. neoformans JEC21","CNAG_04277","N/A"
"CNI04170","CNI04170-t26_1","Cryptococcus neoformans var. neoformans JEC21","CNAG_04278","N/A"
"CNI04180","CNI04180-t26_1","Cryptococcus neoformans var. neoformans JEC21","CNAG_04279","N/A"
"CNI04190","CNI04190-t26_1","Cryptococcus neoformans var. neoformans JEC21","CNAG_04129","N/A"
"CNI04200","CNI04200-t26_1","Cryptococcus neoformans var. neoformans JEC21","CNAG_04983","N/A"
"CNI04210","CNI04210-t26_1","Cryptococcus neoformans var. neoformans JEC21","CNAG_01681,CNAG_04276,CNAG_04982","N/A"
"CNI04220","CNI04220-t26_1","Cryptococcus neoformans var. neoformans JEC21","CNAG_04128","N/A"
"CNI04230","CNI04230-t26_1","Cryptococcus neoformans var. neoformans JEC21","CNAG_04127","CWC24"
"CNI04250","CNI04250-t26_1","Cryptococcus neoformans var. neoformans JEC21","CNAG_04122","N/A"
"CNI04260","CNI04260-t26_1","Cryptococcus neoformans var. neoformans JEC21","CNAG_04121","N/A"
"CNI04270","CNI04270-t26_1","Cryptococcus neoformans var. neoformans JEC21","CNAG_04120","N/A"
"CNI04280","CNI04280-t26_1","Cryptococcus neoformans var. neoformans JEC21","CNAG_04119","ROM2"
"CNI04290","CNI04290-t26_1","Cryptococcus neoformans var. neoformans JEC21","CNAG_04118","N/A"
"CNI04305","CNI04305-t26_1","Cryptococcus neoformans var. neoformans JEC21","CNAG_04117","N/A"
"CNI04320","CNI04320-t26_1","Cryptococcus neoformans var. neoformans JEC21","CNAG_04115","N/A"
"CNI04330","CNI04330-t26_1","Cryptococcus neoformans var. neoformans JEC21","CNAG_07756","N/A"
"CNI04340","CNI04340-t26_1","Cryptococcus neoformans var. neoformans JEC21","CNAG_04114","RPS0"
"CNI04350","CNI04350-t26_1","Cryptococcus neoformans var. neoformans JEC21","CNAG_04113","N/A"
"CNI04360","CNI04360-t26_1","Cryptococcus neoformans var. neoformans JEC21","CNAG_04112","N/A"
"CNI04370","CNI04370-t26_1","Cryptococcus neoformans var. neoformans JEC21","CNAG_04111","N/A"
"CNI04380","CNI04380-t26_1","Cryptococcus neoformans var. neoformans JEC21","CNAG_04110","N/A"
"CNI04390","CNI04390-t26_1","Cryptococcus neoformans var. neoformans JEC21","CNAG_04109","N/A"
"CNI04400","CNI04400-t26_1","Cryptococcus neoformans var. neoformans JEC21","CNAG_00047,CNAG_04108","N/A"
"CNI04410","CNI04410-t26_1","Cryptococcus neoformans var. neoformans JEC21","CNAG_04107","N/A"
"CNI04420","CNI04420-t26_1","Cryptococcus neoformans var. neoformans JEC21","CNAG_04106","N/A"
"CNJ00010","CNJ00010-t26_1","Cryptococcus neoformans var. neoformans JEC21","CNAG_00013,CNAG_00858,CNAG_00860,CNAG_01240,CNAG_02744,CNAG_04084,CNAG_04932,CNAG_06299,CNAG_06703,CNAG_06749,CNAG_06780,CNAG_06784,CNAG_06877,CNAG_06943,CNAG_07412,CNAG_07706,CNAG_07708,CNAG_07754,CNAG_07793,CNAG_07868","N/A"
"CNJ00030","CNJ00030-t26_1","Cryptococcus neoformans var. neoformans JEC21","CNAG_01686,CNAG_06602","N/A"
"CNJ00050","CNJ00050-t26_1","Cryptococcus neoformans var. neoformans JEC21","CNAG_04565","N/A"
"CNJ00060","CNJ00060-t26_1","Cryptococcus neoformans var. neoformans JEC21","CNAG_04566","N/A"
"CNJ00070","CNJ00070-t26_1","Cryptococcus neoformans var. neoformans JEC21","CNAG_00003,CNAG_04567","N/A"
"CNJ00080","CNJ00080-t26_1","Cryptococcus neoformans var. neoformans JEC21","CNAG_02958,CNAG_03464,CNAG_03465,CNAG_06241,CNAG_07865","N/A"
"CNJ00090","CNJ00090-t26_1","Cryptococcus neoformans var. neoformans JEC21","CNAG_07864","N/A"
"CNJ00100","CNJ00100-t26_1","Cryptococcus neoformans var. neoformans JEC21","CNAG_04570","N/A"
"CNJ00110","CNJ00110-t26_1","Cryptococcus neoformans var. neoformans JEC21","CNAG_04571","N/A"
"CNJ00130","CNJ00130-t26_1","Cryptococcus neoformans var. neoformans JEC21","CNAG_07863","N/A"
"CNJ00140","CNJ00140-t26_1","Cryptococcus neoformans var. neoformans JEC21","CNAG_07862","N/A"
"CNJ00150","CNJ00150-t26_1","Cryptococcus neoformans var. neoformans JEC21","CNAG_04574","N/A"
"CNJ00160","CNJ00160-t26_1","Cryptococcus neoformans var. neoformans JEC21","CNAG_02095,CNAG_04575","N/A"
"CNJ00170","CNJ00170-t26_1","Cryptococcus neoformans var. neoformans JEC21","CNAG_04576","N/A"
"CNJ00180","CNJ00180-t26_1","Cryptococcus neoformans var. neoformans JEC21","CNAG_02285,CNAG_04577","N/A"
"CNJ00190","CNJ00190-t26_1","Cryptococcus neoformans var. neoformans JEC21","CNAG_04689,CNAG_07860","N/A"
"CNJ00200","CNJ00200-t26_1","Cryptococcus neoformans var. neoformans JEC21","CNAG_07859","CYP8"
"CNJ00210","CNJ00210-t26_1","Cryptococcus neoformans var. neoformans JEC21","CNAG_04579","N/A"
"CNJ00220","CNJ00220-t26_1","Cryptococcus neoformans var. neoformans JEC21","CNAG_04580,CNAG_07651","N/A"
"CNJ00230","CNJ00230-t26_1","Cryptococcus neoformans var. neoformans JEC21","CNAG_04581","N/A"
"CNJ00240","CNJ00240-t26_1","Cryptococcus neoformans var. neoformans JEC21","CNAG_04582","N/A"
"CNJ00250","CNJ00250-t26_1","Cryptococcus neoformans var. neoformans JEC21","CNAG_04583","DDT1"
"CNJ00260","CNJ00260-t26_1","Cryptococcus neoformans var. neoformans JEC21","CNAG_01182,CNAG_04584","N/A"
"CNJ00270","CNJ00270-t26_1","Cryptococcus neoformans var. neoformans JEC21","CNAG_04585","N/A"
"CNJ00280","CNJ00280-t26_1","Cryptococcus neoformans var. neoformans JEC21","CNAG_04586","HOB7"
"CNJ00290","CNJ00290-t26_1","Cryptococcus neoformans var. neoformans JEC21","CNAG_04587","N/A"
"CNJ00290","CNJ00290-t26_2","Cryptococcus neoformans var. neoformans JEC21","CNAG_04587","N/A"
"CNJ00300","CNJ00300-t26_1","Cryptococcus neoformans var. neoformans JEC21","CNAG_04588","ERT1"
"CNJ00310","CNJ00310-t26_1","Cryptococcus neoformans var. neoformans JEC21","CNAG_04589","N/A"
"CNJ00320","CNJ00320-t26_1","Cryptococcus neoformans var. neoformans JEC21","CNAG_04592","N/A"
"CNJ00330","CNJ00330-t26_1","Cryptococcus neoformans var. neoformans JEC21","CNAG_04594,CNAG_04618","FZC27"
"CNJ00340","CNJ00340-t26_1","Cryptococcus neoformans var. neoformans JEC21","CNAG_04595","N/A"
"CNJ00350","CNJ00350-t26_1","Cryptococcus neoformans var. neoformans JEC21","CNAG_04596,CNAG_04619","N/A"
"CNJ00360","CNJ00360-t26_1","Cryptococcus neoformans var. neoformans JEC21","CNAG_04597","N/A"
"CNJ00370","CNJ00370-t26_1","Cryptococcus neoformans var. neoformans JEC21","CNAG_04598","N/A"
"CNJ00390","CNJ00390-t26_1","Cryptococcus neoformans var. neoformans JEC21","CNAG_04599","N/A"
"CNJ00400","CNJ00400-t26_1","Cryptococcus neoformans var. neoformans JEC21","CNAG_04600","N/A"
"CNJ00410","CNJ00410-t26_1","Cryptococcus neoformans var. neoformans JEC21","CNAG_04601","N/A"
"CNJ00413","CNJ00413-t26_1","Cryptococcus neoformans var. neoformans JEC21","CNAG_04602","N/A"
"CNJ00415","CNJ00415-t26_1","Cryptococcus neoformans var. neoformans JEC21","CNAG_04603","N/A"
"CNJ00430","CNJ00430-t26_1","Cryptococcus neoformans var. neoformans JEC21","CNAG_04604","N/A"
"CNJ00460","CNJ00460-t26_1","Cryptococcus neoformans var. neoformans JEC21","CNAG_04605","ERG26"
"CNJ00470","CNJ00470-t26_1","Cryptococcus neoformans var. neoformans JEC21","CNAG_04606","N/A"
"CNJ00475","CNJ00475-t26_1","Cryptococcus neoformans var. neoformans JEC21","CNAG_01552,CNAG_04607","N/A"
"CNJ00480","CNJ00480-t26_1","Cryptococcus neoformans var. neoformans JEC21","CNAG_04608","N/A"
"CNJ00490","CNJ00490-t26_1","Cryptococcus neoformans var. neoformans JEC21","CNAG_04609","AGO2"
"CNJ00493","CNJ00493-t26_1","Cryptococcus neoformans var. neoformans JEC21","CNAG_04610","N/A"
"CNJ00500","CNJ00500-t26_1","Cryptococcus neoformans var. neoformans JEC21","CNAG_04611","UBC8"
"CNJ00510","CNJ00510-t26_1","Cryptococcus neoformans var. neoformans JEC21","CNAG_04612","N/A"
"CNJ00520","CNJ00520-t26_1","Cryptococcus neoformans var. neoformans JEC21","CNAG_04613","N/A"
"CNJ00530","CNJ00530-t26_1","Cryptococcus neoformans var. neoformans JEC21","CNAG_04614","N/A"
"CNJ00540","CNJ00540-t26_1","Cryptococcus neoformans var. neoformans JEC21","CNAG_04615","N/A"
"CNJ00550","CNJ00550-t26_1","Cryptococcus neoformans var. neoformans JEC21","CNAG_00726,CNAG_04616","N/A"
"CNJ00560","CNJ00560-t26_1","Cryptococcus neoformans var. neoformans JEC21","CNAG_04617","N/A"
"CNJ00570","CNJ00570-t26_1","Cryptococcus neoformans var. neoformans JEC21","CNAG_04594,CNAG_04618","N/A"
"CNJ00580","CNJ00580-t26_1","Cryptococcus neoformans var. neoformans JEC21","CNAG_04596,CNAG_04619","N/A"
"CNJ00585","CNJ00585-t26_1","Cryptococcus neoformans var. neoformans JEC21","CNAG_04620","N/A"
"CNJ00590","CNJ00590-t26_1","Cryptococcus neoformans var. neoformans JEC21","CNAG_04621","N/A"
"CNJ00600","CNJ00600-t26_1","Cryptococcus neoformans var. neoformans JEC21","CNAG_04622,CNAG_05760","N/A"
"CNJ00605","CNJ00605-t26_1","Cryptococcus neoformans var. neoformans JEC21","CNAG_04623","N/A"
"CNJ00610","CNJ00610-t26_1","Cryptococcus neoformans var. neoformans JEC21","CNAG_04609","N/A"
"CNJ00620","CNJ00620-t26_1","Cryptococcus neoformans var. neoformans JEC21","CNAG_04625","N/A"
"CNJ00630","CNJ00630-t26_1","Cryptococcus neoformans var. neoformans JEC21","CNAG_04626","N/A"
"CNJ00630","CNJ00630-t26_2","Cryptococcus neoformans var. neoformans JEC21","CNAG_04626","N/A"
"CNJ00640","CNJ00640-t26_1","Cryptococcus neoformans var. neoformans JEC21","CNAG_04627","CSN12"
"CNJ00650","CNJ00650-t26_1","Cryptococcus neoformans var. neoformans JEC21","CNAG_04628","N/A"
"CNJ00660","CNJ00660-t26_1","Cryptococcus neoformans var. neoformans JEC21","CNAG_04629","N/A"
"CNJ00670","CNJ00670-t26_1","Cryptococcus neoformans var. neoformans JEC21","CNAG_04630","YAP2"
"CNJ00680","CNJ00680-t26_1","Cryptococcus neoformans var. neoformans JEC21","CNAG_04631","N/A"
"CNJ00690","CNJ00690-t26_1","Cryptococcus neoformans var. neoformans JEC21","CNAG_04632","N/A"
"CNJ00710","CNJ00710-t26_1","Cryptococcus neoformans var. neoformans JEC21","CNAG_04633","N/A"
"CNJ00720","CNJ00720-t26_1","Cryptococcus neoformans var. neoformans JEC21","CNAG_04634","N/A"
"CNJ00730","CNJ00730-t26_1","Cryptococcus neoformans var. neoformans JEC21","CNAG_04635,CNAG_05869,CNAG_05872,CNAG_07520","N/A"
"CNJ00740","CNJ00740-t26_1","Cryptococcus neoformans var. neoformans JEC21","CNAG_04636,CNAG_06787","N/A"
